Date,Gated_Station_Entries,Day_of_Week,Season,Pressure,Wind_Speed,Average_Temperature,Precipitation,Is_Monday,Is_Tuesday,Is_Wednesday,Is_Thursday,Is_Friday,Is_Saturday,Is_Sunday,Is_Winter,Is_Spring,Is_Summer,Is_Autumn,S_Day_of_Week,S_Season,S_Pressure,S_Wind_Speed,S_Average_Temperature,S_Precipitation,S_Is_Monday,S_Is_Tuesday,S_Is_Wednesday,S_Is_Thursday,S_Is_Friday,S_Is_Saturday,S_Is_Sunday,S_Is_Winter,S_Is_Spring,S_Is_Summer,S_Is_Autumn
2014-01-01,147900.0,2,0,1026.8,15.1,-4.4,0.0,False,False,True,False,False,False,False,True,False,False,False,-0.5002977298217424,-1.3161853584471455,1.3364641224541038,-0.4243847275359955,-1.6411278579108122,-0.39610757609031794,-0.4083191853659281,-0.40782281010807186,2.4490644472260557,-0.40831918536592804,-0.4083191853659281,-0.4083191853659281,-0.4083191853659281,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
2014-01-02,356597.0,3,0,1021.2,28.1,-6.4,9.7,False,False,False,True,False,False,False,True,False,False,False,-0.0002977076642795019,-1.3161853584471455,0.6230926491973382,1.7261273699091808,-1.8492942715597027,0.9081181279041409,-0.4083191853659281,-0.40782281010807186,-0.40831918536592804,2.4490644472260557,-0.4083191853659281,-0.4083191853659281,-0.4083191853659281,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
2014-01-03,208988.0,4,0,1016.0,27.4,-14.2,4.8,False,False,False,False,True,False,False,True,False,False,False,0.49970231449318336,-1.3161853584471455,-0.03932371882681772,1.6103305646621324,-2.6611432847903767,0.2492824629997236,-0.4083191853659281,-0.40782281010807186,-0.40831918536592804,-0.40831918536592804,2.449064447226056,-0.4083191853659281,-0.4083191853659281,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
2014-01-04,238852.0,5,0,1028.9,19.8,-12.0,0.0,False,False,False,False,False,True,False,True,False,False,False,0.9997023366506462,-1.3161853584471455,1.6039784249254125,0.35310810769418366,-2.4321602297765965,-0.39610757609031794,-0.4083191853659281,-0.40782281010807186,-0.40831918536592804,-0.40831918536592804,-0.4083191853659281,2.449064447226056,-0.4083191853659281,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
2014-01-05,173981.0,6,0,1023.8,13.0,-1.7,1.0,False,False,False,False,False,False,True,True,False,False,False,1.499702358808109,-1.3161853584471455,0.9543008332094017,-0.7717751432771393,-1.3601031994848094,-0.26165131794655927,-0.4083191853659281,-0.40782281010807186,-0.40831918536592804,-0.40831918536592804,-0.4083191853659281,-0.4083191853659281,2.449064447226056,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
2014-01-06,469542.0,0,0,999.7,22.3,6.8,8.1,True,False,False,False,False,False,False,True,False,False,False,-1.500297774136668,-1.3161853584471455,-2.1157442570563596,0.7666681264336406,-0.47539594147702396,0.6929881148741271,2.449064447226056,-0.40782281010807186,-0.40831918536592804,-0.40831918536592804,-0.4083191853659281,-0.4083191853659281,-0.4083191853659281,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
2014-01-07,460781.0,1,0,1012.2,31.7,-6.3,0.0,False,True,False,False,False,False,False,True,False,False,False,-1.0002977519792051,-1.3161853584471455,-0.5233972185367678,2.3216537968939983,-1.8388859508772581,-0.39610757609031794,-0.4083191853659281,2.452045288332457,-0.40831918536592804,-0.40831918536592804,-0.4083191853659281,-0.4083191853659281,-0.4083191853659281,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
2014-01-08,462618.0,2,0,1029.0,20.5,-10.6,0.0,False,False,True,False,False,False,False,True,False,False,False,-0.5002977298217424,-1.3161853584471455,1.6167172012335578,0.4689049129412315,-2.2864437402223734,-0.39610757609031794,-0.4083191853659281,-0.40782281010807186,2.4490644472260557,-0.40831918536592804,-0.4083191853659281,-0.4083191853659281,-0.4083191853659281,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
2014-01-09,489551.0,3,0,1034.7,13.7,-5.2,0.0,False,False,False,True,False,False,False,True,False,False,False,-0.0002977076642795019,-1.3161853584471455,2.3428274507984974,-0.6559783380300914,-1.7243944233703685,-0.39610757609031794,-0.4083191853659281,-0.40782281010807186,-0.40831918536592804,2.4490644472260557,-0.4083191853659281,-0.4083191853659281,-0.4083191853659281,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
2014-01-10,496811.0,4,0,1031.4,7.9,-3.8,0.5,False,False,False,False,True,False,False,True,False,False,False,0.49970231449318336,-1.3161853584471455,1.9224478326293308,-1.6154375815056314,-1.5786779338161447,-0.32887944701843863,-0.4083191853659281,-0.40782281010807186,-0.40831918536592804,-0.40831918536592804,2.449064447226056,-0.4083191853659281,-0.4083191853659281,1.690114433044492,-0.5779232079722589,-0.5719645282467272,-0.5678388370672526
